segment_id,month,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,IRI
1,1,2.024519918306689,93.62211336307058,2.024519918306689,0.0271274283208863,2.024519918306689,2.024519918306689,0.0383639770437014,6950.796060156783,6.864049867881441,13.61799195693774,27.675171274403542,0,1,1,3,2,3,2.024519918306689
1,2,2.0628838953503905,89.4541698104237,2.04370190682854,0.0271274283208863,2.024519918306689,2.024519918306689,0.0383639770437014,6950.796060156783,6.864049867881441,13.701325290271074,27.675171274403542,0,2,1,3,2,3,2.0628838953503905
1,3,2.1232420725206813,89.33863254466829,2.070215295392587,0.0497677405866174,2.0628838953503905,2.024519918306689,0.0603581771702907,6950.796060156783,6.864049867881441,13.784658623604406,27.675171274403542,0,3,1,3,2,3,2.1232420725206813
1,4,2.151940029681212,89.27058560892748,2.112688665850761,0.0454563478487093,2.1232420725206813,2.024519918306689,0.0286979571605305,6950.796060156783,6.864049867881441,13.86799195693774,27.675171274403542,0,4,2,3,2,3,2.151940029681212
1,5,2.128093154055923,89.2813559223654,2.134425085419272,0.0153610937888404,2.151940029681212,2.0628838953503905,-0.0238468756252889,6950.796060156783,6.864049867881441,13.951325290271074,27.675171274403542,0,5,2,3,2,3,2.128093154055923
1,6,2.17244845370472,89.18982297289222,2.150827212480618,0.0221985793087104,2.128093154055923,2.1232420725206813,0.0443552996487963,6950.796060156783,6.864049867881441,14.034658623604406,27.675171274403542,0,6,2,3,2,3,2.17244845370472
1,7,2.22837102835426,89.0809391109179,2.1763042120383007,0.0502500066934674,2.17244845370472,2.151940029681212,0.0559225746495406,6950.796060156783,6.864049867881441,14.11799195693774,27.675171274403542,0,7,3,3,2,3,2.22837102835426
1,8,2.260397635739137,89.00789919984058,2.2204057059327056,0.0445123513880168,2.22837102835426,2.128093154055923,0.0320266073848771,6950.796060156783,6.864049867881441,14.201325290271074,27.675171274403542,0,8,3,3,2,3,2.260397635739137
1,9,2.3092544143976457,88.90961403185283,2.266007692830348,0.0407324820000672,2.260397635739137,2.17244845370472,0.0488567786585085,6950.796060156783,6.864049867881441,14.284658623604406,27.675171274403542,0,9,3,3,2,3,2.3092544143976457
1,10,2.334745895421197,88.8463768103175,2.30146598185266,0.037781089060118,2.3092544143976457,2.22837102835426,0.0254914810235518,6950.796060156783,6.864049867881441,14.36799195693774,27.675171274403542,0,10,4,3,2,3,2.334745895421197
1,11,2.354080867808818,88.79237435173607,2.332693725875887,0.0224835780345999,2.334745895421197,2.260397635739137,0.0193349723876203,6950.796060156783,6.864049867881441,14.451325290271074,27.675171274403542,0,11,4,3,2,3,2.354080867808818
1,12,2.3956803005557727,88.70497520261563,2.3615023545952627,0.0311377468977293,2.354080867808818,2.3092544143976457,0.0415994327469548,6950.796060156783,6.864049867881441,14.534658623604406,27.675171274403542,0,12,4,3,2,3,2.3956803005557727
1,13,2.431553210030553,88.62616583840347,2.393771459465048,0.0387714290175443,2.3956803005557727,2.334745895421197,0.0358729094747802,6950.796060156783,6.864049867881441,14.61799195693774,27.675171274403542,0,13,1,3,2,3,2.431553210030553
1,14,2.458909826170017,88.56013091419427,2.4287144455854475,0.0317102060073963,2.431553210030553,2.354080867808818,0.0273566161394644,6950.796060156783,6.864049867881441,14.701325290271074,27.675171274403542,0,14,1,3,2,3,2.458909826170017
1,15,2.4623863947614906,88.52991606130705,2.450949810320687,0.0168876496115956,2.458909826170017,2.3956803005557727,0.003476568591473,6950.796060156783,6.864049867881441,14.784658623604406,27.675171274403542,0,15,1,3,2,3,2.4623863947614906
1,16,2.491153774100555,88.46176499229847,2.4708166650106875,0.0176980263558534,2.4623863947614906,2.431553210030553,0.0287673793390643,6950.796060156783,6.864049867881441,14.86799195693774,27.675171274403542,0,16,2,3,2,3,2.491153774100555
1,17,2.538966999207294,88.36504515463835,2.4975023893564465,0.038683018639598,2.491153774100555,2.458909826170017,0.0478132251067391,6950.796060156783,6.864049867881441,14.951325290271074,27.675171274403542,0,17,2,3,2,3,2.538966999207294
1,18,2.5765103653298427,88.28373010545454,2.5355437128792304,0.0427811416810459,2.538966999207294,2.4623863947614906,0.0375433661225486,6950.796060156783,6.864049867881441,15.034658623604406,27.675171274403542,0,18,2,3,2,3,2.5765103653298427
1,19,2.6056596842962048,88.21500612700498,2.573712349611114,0.03343426730263,2.5765103653298427,2.491153774100555,0.029149318966362,6950.796060156783,6.864049867881441,15.11799195693774,27.675171274403542,0,19,3,3,2,3,2.6056596842962048
1,20,2.649807728282513,88.12378406102552,2.610659259302853,0.0369035589969189,2.6056596842962048,2.538966999207294,0.0441480439863082,6950.796060156783,6.864049867881441,15.201325290271074,27.675171274403542,0,20,3,3,2,3,2.649807728282513
1,21,2.693539185459879,88.03318687525947,2.6496688660128656,0.0439399151483179,2.649807728282513,2.5765103653298427,0.0437314571773659,6950.796060156783,6.864049867881441,15.284658623604406,27.675171274403542,0,21,3,3,2,3,2.693539185459879
1,22,2.730997563082729,87.9519993088252,2.691448158941707,0.040635287776097,2.693539185459879,2.6056596842962048,0.0374583776228498,6950.796060156783,6.864049867881441,15.36799195693774,27.675171274403542,0,22,4,3,2,3,2.730997563082729
1,23,2.8062243047094064,87.81415919638519,2.743587017750672,0.0573877582912679,2.730997563082729,2.649807728282513,0.0752267416266776,6950.796060156783,6.864049867881441,15.451325290271074,27.675171274403542,0,23,4,3,2,3,2.8062243047094064
