latitude,longitude,road_id
34.13121303679595,-0.05288677000173879,R000
35.56163399796437,-1.5619390385688792,R001
33.328270788926346,-3.477349943120969,R002
32.73984266542149,-0.5015241698243564,R003
34.983176934939394,-1.0462849555562905,R004
34.08735806783733,-0.2483731444938644,R005
35.754540644137776,-1.537943693260507,R006
33.310827382238536,-3.428496737276535,R007
32.85789617622028,-0.4342031579292726,R008
34.969360689230605,-1.0401398869812508,R009
34.118096606397565,-0.13631214933966293,R010
35.54780510602268,-1.3301382447609598,R011
33.302724839295955,-3.3917930115507793,R012
32.994588939883116,-0.5673797818973614,R013
35.10534640647331,-1.2736767012037955,R014
34.045341870499605,-0.0874566507734229,R015
35.68182242524516,-1.4982292350928565,R016
33.29250973353092,-3.316132288214118,R017
32.76448224963605,-0.5172798377397301,R018
35.038396169876854,-0.9719974661939264,R019
34.212522304346294,-0.28344678989660865,R020
35.6403841641851,-1.553874291253485,R021
33.236382361739146,-3.2248542897711023,R022
33.01543440092239,-0.35216740498863935,R023
35.000538294650575,-1.1086309264009395,R024
34.21128681852981,-0.009588261648099339,R025
35.560058343461094,-1.5339319608782351,R026
33.19344106436914,-3.405642581063256,R027
32.99358703091222,-0.3096714140431769,R028
35.0772590348148,-0.9773563990266155,R029
34.21432407789421,-0.1716547498208477,R030
35.64411532779646,-1.3615624065652565,R031
33.30049195785875,-3.1295575530737887,R032
32.65035993826382,-0.36310516646273683,R033
35.09316475379666,-1.1076104238624047,R034
34.187336553043,-0.30589966582042455,R035
35.58600857846187,-1.479654806060679,R036
33.4518639662439,-3.3378489404825538,R037
32.831485088383474,-0.49547112125871284,R038
35.176000258743045,-1.0448345778498496,R039
34.12518445501274,-0.05581603104899965,R040
35.61768352218042,-1.4185015641585645,R041
33.23386925238201,-3.318788133314966,R042
32.873123633359576,-0.5916469117134711,R043
35.11407207467929,-1.051604161597829,R044
34.17867182105369,-0.13060148769784996,R045
35.46643869304058,-1.5574305954883894,R046
33.26980311011707,-3.366249645577351,R047
32.89620587750619,-0.40489033121880535,R048
35.27307863709389,-1.060251907532634,R049
34.20391551446173,-0.11458736593695198,R050
35.416098645715714,-1.5180174507567752,R051
33.310097582763845,-3.0396977074066607,R052
32.893098352194684,-0.41514068266689796,R053
35.080988870002315,-1.1945774925777712,R054
34.29244275684095,-0.03194947109165784,R055
35.68707896194992,-1.6063048086913274,R056
33.444353992863356,-3.426207024934417,R057
32.97102015805282,-0.22624985431926134,R058
34.98540641445977,-1.1343394617760951,R059
34.18812561189821,-0.15749033977195517,R060
35.45290942413901,-1.5085097657312507,R061
33.197844190397134,-3.2386626755916708,R062
32.82039202524941,-0.29030197639850525,R063
35.006134717739215,-1.1099158404363856,R064
34.25951219712641,-0.23022920600373079,R065
35.63072176070603,-1.3846517877836106,R066
33.14332623831362,-3.2675585328019587,R067
32.93832272809764,-0.3671131297225282,R068
34.96076497588503,-1.2097553501242455,R069
34.23035463195114,-0.07744430703701666,R070
35.63302505228021,-1.4807212422621558,R071
33.236072089611895,-3.2627965489390887,R072
32.94164169600266,-0.516730558702896,R073
35.27103749808731,-1.0303263967246392,R074
34.05903012566918,-0.041487413496952286,R075
35.51050760022289,-1.4366576028376083,R076
33.419934119670486,-3.36809015049036,R077
33.008672061597224,-0.40401732420660935,R078
35.16666606297228,-0.8880303905504232,R079
34.15362166378916,-0.18251639079608423,R080
35.519024324283066,-1.5969470917083974,R081
33.29636439082834,-3.251906721173525,R082
32.94000352860579,-0.36257709199665683,R083
35.085760236160624,-0.9323562811000863,R084
34.151694792065655,0.16487414229862662,R085
35.67054250202212,-1.6010818188534817,R086
33.19698531196364,-3.2377746771308704,R087
32.88998817014021,-0.37389536749105,R088
35.13178380943019,-1.0849925800815052,R089
34.093481103582604,-0.2586274968289217,R090
35.56332427203892,-1.4297261837795063,R091
33.32548393618276,-3.410595796526388,R092
32.929652541257916,-0.4067636789273755,R093
34.99607430335272,-1.0623371782212652,R094
34.183981347234045,-0.2214398041433976,R095
35.64375450328045,-1.45928761057503,R096
33.41237968608727,-3.1806417134516987,R097
32.77456751187709,-0.5390779208917715,R098
35.1359635736937,-1.026331093724597,R099
